Job Title,Company Name,Required Qualifications,Required Skills,Programming Languages,LinkedIn Profile,Company Logo,Min Salary (LPA),Max Salary (LPA)
DevOps Engineer,Company_919,B.Tech in Computer Science,"Deep Learning, React, AWS","C++, Scala",https://www.linkedin.com/company/company_919,https://dummyimage.com/100x100/000/fff.png&text=Company_919,4,7
Cloud Architect,Company_920,PhD in Artificial Intelligence,"AWS, Python, C++","JavaScript, Go",https://www.linkedin.com/company/company_920,https://dummyimage.com/100x100/000/fff.png&text=Company_920,6,7
Frontend Developer,Company_921,B.Sc in IT,"Kubernetes, CSS, React","Java, Scala",https://www.linkedin.com/company/company_921,https://dummyimage.com/100x100/000/fff.png&text=Company_921,4,5
Data Scientist,Company_922,B.Tech in Computer Science,"SQL, Deep Learning, Java","R, JavaScript",https://www.linkedin.com/company/company_922,https://dummyimage.com/100x100/000/fff.png&text=Company_922,5,7
Data Analyst,Company_923,M.Tech in AI,"SQL, Java, Machine Learning","Ruby, R",https://www.linkedin.com/company/company_923,https://dummyimage.com/100x100/000/fff.png&text=Company_923,4,6
Cloud Architect,Company_924,MCA,"React, Docker, Node.js","JavaScript, SQL",https://www.linkedin.com/company/company_924,https://dummyimage.com/100x100/000/fff.png&text=Company_924,5,6
Software Engineer,Company_925,B.Sc in Data Science,"Kubernetes, Python, HTML","Go, R",https://www.linkedin.com/company/company_925,https://dummyimage.com/100x100/000/fff.png&text=Company_925,6,7
UI/UX Designer,Company_926,M.Tech in AI,"HTML, Machine Learning, Node.js","SQL, Scala",https://www.linkedin.com/company/company_926,https://dummyimage.com/100x100/000/fff.png&text=Company_926,6,8
UI/UX Designer,Company_927,B.E. in Electronics,"SQL, React, Kubernetes","Python, Java",https://www.linkedin.com/company/company_927,https://dummyimage.com/100x100/000/fff.png&text=Company_927,3,4
UI/UX Designer,Company_928,PhD in Artificial Intelligence,"SQL, Python, JavaScript","Go, Python",https://www.linkedin.com/company/company_928,https://dummyimage.com/100x100/000/fff.png&text=Company_928,3,4
Cloud Architect,Company_929,BCA,"Docker, HTML, Deep Learning","R, Scala",https://www.linkedin.com/company/company_929,https://dummyimage.com/100x100/000/fff.png&text=Company_929,6,8
Cloud Architect,Company_930,BCA,"CSS, Java, Machine Learning","Go, Ruby",https://www.linkedin.com/company/company_930,https://dummyimage.com/100x100/000/fff.png&text=Company_930,4,6
Cloud Architect,Company_931,B.Sc in IT,"Python, CSS, Docker","SQL, C++",https://www.linkedin.com/company/company_931,https://dummyimage.com/100x100/000/fff.png&text=Company_931,6,7
QA Engineer,Company_932,B.Sc in IT,"React, HTML, CSS","SQL, Java",https://www.linkedin.com/company/company_932,https://dummyimage.com/100x100/000/fff.png&text=Company_932,5,7
Backend Developer,Company_933,BCA,"SQL, AWS, CSS","Python, Go",https://www.linkedin.com/company/company_933,https://dummyimage.com/100x100/000/fff.png&text=Company_933,4,6
Backend Developer,Company_934,B.Sc in IT,"Node.js, Python, Java","Go, SQL",https://www.linkedin.com/company/company_934,https://dummyimage.com/100x100/000/fff.png&text=Company_934,4,5
Frontend Developer,Company_935,B.E. in Electronics,"Docker, Python, Deep Learning","Scala, Go",https://www.linkedin.com/company/company_935,https://dummyimage.com/100x100/000/fff.png&text=Company_935,3,5
Software Engineer,Company_936,PhD in Artificial Intelligence,"Deep Learning, Machine Learning, Docker","Python, Scala",https://www.linkedin.com/company/company_936,https://dummyimage.com/100x100/000/fff.png&text=Company_936,6,9
QA Engineer,Company_937,M.Tech in AI,"SQL, Python, Deep Learning","SQL, Java",https://www.linkedin.com/company/company_937,https://dummyimage.com/100x100/000/fff.png&text=Company_937,4,7
Data Scientist,Company_938,M.Tech in AI,"CSS, Kubernetes, React","SQL, Go",https://www.linkedin.com/company/company_938,https://dummyimage.com/100x100/000/fff.png&text=Company_938,4,7
Data Analyst,Company_939,PhD in Artificial Intelligence,"Docker, React, SQL","JavaScript, SQL",https://www.linkedin.com/company/company_939,https://dummyimage.com/100x100/000/fff.png&text=Company_939,6,8
UI/UX Designer,Company_940,PhD in Artificial Intelligence,"JavaScript, AWS, HTML","C++, Go",https://www.linkedin.com/company/company_940,https://dummyimage.com/100x100/000/fff.png&text=Company_940,6,9
Frontend Developer,Company_941,BCA,"Machine Learning, C++, HTML","C++, Ruby",https://www.linkedin.com/company/company_941,https://dummyimage.com/100x100/000/fff.png&text=Company_941,6,9
Backend Developer,Company_942,B.Sc in IT,"SQL, Machine Learning, Kubernetes","Python, C++",https://www.linkedin.com/company/company_942,https://dummyimage.com/100x100/000/fff.png&text=Company_942,3,5
Data Scientist,Company_943,B.Tech in Computer Science,"Java, Docker, AWS","Go, Java",https://www.linkedin.com/company/company_943,https://dummyimage.com/100x100/000/fff.png&text=Company_943,5,6
QA Engineer,Company_944,M.Tech in AI,"Machine Learning, AWS, Docker","Ruby, Java",https://www.linkedin.com/company/company_944,https://dummyimage.com/100x100/000/fff.png&text=Company_944,4,5
UI/UX Designer,Company_945,B.Tech in Computer Science,"Kubernetes, Python, CSS","C++, Scala",https://www.linkedin.com/company/company_945,https://dummyimage.com/100x100/000/fff.png&text=Company_945,4,5
Machine Learning Engineer,Company_946,B.Sc in Data Science,"Machine Learning, SQL, C++","Java, Go",https://www.linkedin.com/company/company_946,https://dummyimage.com/100x100/000/fff.png&text=Company_946,3,6
Data Scientist,Company_947,B.Sc in Data Science,"Machine Learning, Kubernetes, Java","SQL, Ruby",https://www.linkedin.com/company/company_947,https://dummyimage.com/100x100/000/fff.png&text=Company_947,3,5
Data Scientist,Company_948,PhD in Artificial Intelligence,"Machine Learning, Python, C++","Go, Ruby",https://www.linkedin.com/company/company_948,https://dummyimage.com/100x100/000/fff.png&text=Company_948,6,8
Data Analyst,Company_949,B.Sc in IT,"Python, Deep Learning, Machine Learning","C++, Go",https://www.linkedin.com/company/company_949,https://dummyimage.com/100x100/000/fff.png&text=Company_949,4,7
QA Engineer,Company_950,B.Sc in Data Science,"Kubernetes, React, Docker","Ruby, Go",https://www.linkedin.com/company/company_950,https://dummyimage.com/100x100/000/fff.png&text=Company_950,4,5
Machine Learning Engineer,Company_951,B.Sc in IT,"C++, Kubernetes, Machine Learning","SQL, JavaScript",https://www.linkedin.com/company/company_951,https://dummyimage.com/100x100/000/fff.png&text=Company_951,5,7
QA Engineer,Company_952,BCA,"SQL, Java, Docker","JavaScript, Go",https://www.linkedin.com/company/company_952,https://dummyimage.com/100x100/000/fff.png&text=Company_952,3,4
DevOps Engineer,Company_953,B.Sc in IT,"Kubernetes, Docker, Machine Learning","SQL, Go",https://www.linkedin.com/company/company_953,https://dummyimage.com/100x100/000/fff.png&text=Company_953,5,6
DevOps Engineer,Company_954,M.Tech in AI,"C++, Node.js, Kubernetes","Ruby, Go",https://www.linkedin.com/company/company_954,https://dummyimage.com/100x100/000/fff.png&text=Company_954,4,7
DevOps Engineer,Company_955,PhD in Artificial Intelligence,"JavaScript, React, CSS","SQL, Ruby",https://www.linkedin.com/company/company_955,https://dummyimage.com/100x100/000/fff.png&text=Company_955,5,8
Data Scientist,Company_956,MCA,"C++, AWS, Node.js","Scala, JavaScript",https://www.linkedin.com/company/company_956,https://dummyimage.com/100x100/000/fff.png&text=Company_956,5,6
Data Scientist,Company_957,B.Tech in Computer Science,"C++, Node.js, Deep Learning","Go, Scala",https://www.linkedin.com/company/company_957,https://dummyimage.com/100x100/000/fff.png&text=Company_957,6,8
Machine Learning Engineer,Company_958,MCA,"JavaScript, Docker, Java","C++, Ruby",https://www.linkedin.com/company/company_958,https://dummyimage.com/100x100/000/fff.png&text=Company_958,6,7
Cloud Architect,Company_959,BCA,"React, Node.js, Machine Learning","Java, C++",https://www.linkedin.com/company/company_959,https://dummyimage.com/100x100/000/fff.png&text=Company_959,6,9
Data Analyst,Company_960,B.Sc in Data Science,"CSS, Deep Learning, JavaScript","Ruby, SQL",https://www.linkedin.com/company/company_960,https://dummyimage.com/100x100/000/fff.png&text=Company_960,3,6
DevOps Engineer,Company_961,BCA,"HTML, React, SQL","Go, Python",https://www.linkedin.com/company/company_961,https://dummyimage.com/100x100/000/fff.png&text=Company_961,3,6
Data Scientist,Company_962,B.Sc in IT,"Machine Learning, JavaScript, Docker","Scala, Go",https://www.linkedin.com/company/company_962,https://dummyimage.com/100x100/000/fff.png&text=Company_962,3,6
DevOps Engineer,Company_963,MCA,"Node.js, C++, Machine Learning","C++, Java",https://www.linkedin.com/company/company_963,https://dummyimage.com/100x100/000/fff.png&text=Company_963,5,7
Data Analyst,Company_964,BCA,"Kubernetes, Java, Machine Learning","Scala, Java",https://www.linkedin.com/company/company_964,https://dummyimage.com/100x100/000/fff.png&text=Company_964,3,5
Data Scientist,Company_965,BCA,"Node.js, Java, JavaScript","Java, JavaScript",https://www.linkedin.com/company/company_965,https://dummyimage.com/100x100/000/fff.png&text=Company_965,4,7
Frontend Developer,Company_966,B.Tech in Computer Science,"CSS, Docker, Python","JavaScript, Go",https://www.linkedin.com/company/company_966,https://dummyimage.com/100x100/000/fff.png&text=Company_966,3,6
Data Scientist,Company_967,B.Sc in Data Science,"Kubernetes, Python, React","Go, C++",https://www.linkedin.com/company/company_967,https://dummyimage.com/100x100/000/fff.png&text=Company_967,5,8
UI/UX Designer,Company_968,B.Tech in Computer Science,"C++, HTML, AWS","Go, JavaScript",https://www.linkedin.com/company/company_968,https://dummyimage.com/100x100/000/fff.png&text=Company_968,3,6
Machine Learning Engineer,Company_969,BCA,"Machine Learning, CSS, HTML","SQL, C++",https://www.linkedin.com/company/company_969,https://dummyimage.com/100x100/000/fff.png&text=Company_969,5,8
Backend Developer,Company_970,B.Tech in Computer Science,"AWS, SQL, Docker","Ruby, R",https://www.linkedin.com/company/company_970,https://dummyimage.com/100x100/000/fff.png&text=Company_970,4,7
QA Engineer,Company_971,MCA,"Machine Learning, JavaScript, Kubernetes","Java, Scala",https://www.linkedin.com/company/company_971,https://dummyimage.com/100x100/000/fff.png&text=Company_971,4,6
Backend Developer,Company_972,MCA,"Python, C++, JavaScript","Python, Scala",https://www.linkedin.com/company/company_972,https://dummyimage.com/100x100/000/fff.png&text=Company_972,5,8
QA Engineer,Company_973,BCA,"JavaScript, HTML, Java","Python, Ruby",https://www.linkedin.com/company/company_973,https://dummyimage.com/100x100/000/fff.png&text=Company_973,4,6
Software Engineer,Company_974,B.Sc in Data Science,"Java, React, Machine Learning","Java, JavaScript",https://www.linkedin.com/company/company_974,https://dummyimage.com/100x100/000/fff.png&text=Company_974,5,7
QA Engineer,Company_975,B.Sc in IT,"Deep Learning, HTML, C++","C++, R",https://www.linkedin.com/company/company_975,https://dummyimage.com/100x100/000/fff.png&text=Company_975,3,4
DevOps Engineer,Company_976,MCA,"AWS, Kubernetes, SQL","Go, C++",https://www.linkedin.com/company/company_976,https://dummyimage.com/100x100/000/fff.png&text=Company_976,5,8
UI/UX Designer,Company_977,PhD in Artificial Intelligence,"HTML, C++, CSS","Ruby, Scala",https://www.linkedin.com/company/company_977,https://dummyimage.com/100x100/000/fff.png&text=Company_977,3,4
Frontend Developer,Company_978,M.Tech in AI,"Node.js, C++, HTML","C++, SQL",https://www.linkedin.com/company/company_978,https://dummyimage.com/100x100/000/fff.png&text=Company_978,5,7
Cloud Architect,Company_979,BCA,"CSS, Kubernetes, C++","JavaScript, C++",https://www.linkedin.com/company/company_979,https://dummyimage.com/100x100/000/fff.png&text=Company_979,4,7
Machine Learning Engineer,Company_980,MCA,"Node.js, C++, CSS","R, C++",https://www.linkedin.com/company/company_980,https://dummyimage.com/100x100/000/fff.png&text=Company_980,4,7
Backend Developer,Company_981,PhD in Artificial Intelligence,"Deep Learning, React, Docker","Ruby, Python",https://www.linkedin.com/company/company_981,https://dummyimage.com/100x100/000/fff.png&text=Company_981,3,6
DevOps Engineer,Company_982,B.Tech in Computer Science,"SQL, Machine Learning, HTML","Python, JavaScript",https://www.linkedin.com/company/company_982,https://dummyimage.com/100x100/000/fff.png&text=Company_982,3,4
Software Engineer,Company_983,PhD in Artificial Intelligence,"SQL, Machine Learning, Node.js","Go, JavaScript",https://www.linkedin.com/company/company_983,https://dummyimage.com/100x100/000/fff.png&text=Company_983,3,6
Cloud Architect,Company_984,B.Sc in Data Science,"SQL, Machine Learning, Node.js","SQL, Scala",https://www.linkedin.com/company/company_984,https://dummyimage.com/100x100/000/fff.png&text=Company_984,3,6
Data Scientist,Company_985,B.Sc in IT,"Docker, SQL, Deep Learning","Ruby, C++",https://www.linkedin.com/company/company_985,https://dummyimage.com/100x100/000/fff.png&text=Company_985,6,9
UI/UX Designer,Company_986,B.Sc in Data Science,"Node.js, Kubernetes, Deep Learning","SQL, Ruby",https://www.linkedin.com/company/company_986,https://dummyimage.com/100x100/000/fff.png&text=Company_986,4,5
UI/UX Designer,Company_987,PhD in Artificial Intelligence,"Node.js, React, Machine Learning","JavaScript, Ruby",https://www.linkedin.com/company/company_987,https://dummyimage.com/100x100/000/fff.png&text=Company_987,6,7
Cloud Architect,Company_988,BCA,"Machine Learning, Python, React","Scala, Go",https://www.linkedin.com/company/company_988,https://dummyimage.com/100x100/000/fff.png&text=Company_988,4,5
Software Engineer,Company_989,B.Tech in Computer Science,"Java, Python, Kubernetes","Go, SQL",https://www.linkedin.com/company/company_989,https://dummyimage.com/100x100/000/fff.png&text=Company_989,6,7
UI/UX Designer,Company_990,B.Sc in IT,"SQL, AWS, Java","SQL, JavaScript",https://www.linkedin.com/company/company_990,https://dummyimage.com/100x100/000/fff.png&text=Company_990,3,6
DevOps Engineer,Company_991,M.Tech in AI,"Java, C++, React","SQL, Python",https://www.linkedin.com/company/company_991,https://dummyimage.com/100x100/000/fff.png&text=Company_991,6,7
UI/UX Designer,Company_992,MCA,"SQL, Java, Python","Ruby, Python",https://www.linkedin.com/company/company_992,https://dummyimage.com/100x100/000/fff.png&text=Company_992,3,4
Frontend Developer,Company_993,B.Tech in Computer Science,"Docker, Machine Learning, CSS","Ruby, C++",https://www.linkedin.com/company/company_993,https://dummyimage.com/100x100/000/fff.png&text=Company_993,4,5
Data Scientist,Company_994,B.Tech in Computer Science,"HTML, Java, CSS","Scala, Go",https://www.linkedin.com/company/company_994,https://dummyimage.com/100x100/000/fff.png&text=Company_994,5,6
Backend Developer,Company_995,B.Sc in Data Science,"SQL, React, C++","Go, R",https://www.linkedin.com/company/company_995,https://dummyimage.com/100x100/000/fff.png&text=Company_995,6,7
UI/UX Designer,Company_996,MCA,"Deep Learning, Python, HTML","SQL, Ruby",https://www.linkedin.com/company/company_996,https://dummyimage.com/100x100/000/fff.png&text=Company_996,4,6
Machine Learning Engineer,Company_997,BCA,"Node.js, JavaScript, AWS","C++, JavaScript",https://www.linkedin.com/company/company_997,https://dummyimage.com/100x100/000/fff.png&text=Company_997,5,7
DevOps Engineer,Company_998,B.Tech in Computer Science,"Machine Learning, Java, React","JavaScript, Java",https://www.linkedin.com/company/company_998,https://dummyimage.com/100x100/000/fff.png&text=Company_998,6,8
QA Engineer,Company_999,B.Sc in Data Science,"Kubernetes, AWS, Docker","C++, Java",https://www.linkedin.com/company/company_999,https://dummyimage.com/100x100/000/fff.png&text=Company_999,5,8
Data Scientist,Company_1000,B.Sc in IT,"CSS, Machine Learning, JavaScript","Ruby, Python",https://www.linkedin.com/company/company_1000,https://dummyimage.com/100x100/000/fff.png&text=Company_1000,5,8
